t_measurement,t_report,device_id,signal_name,value
1717239081.0458477,1717239071.0458484,device1,energy import,10.0
1717239081.0476253,1717239071.0476260,device2,energy import,8.0
1717239091.0592215,1717239081.0592227,device2,energy import,2.0
1717239101.0742428,1717239091.0742438,device1,energy export,59.0
1717239101.0772874,1717239091.0772882,device2,energy export,87.0
1717239101.0784328,1717239091.0784330,device2,energy import,1.0
1717239121.0990148,1717239111.0990157,device1,energy export,57.0
1717239121.1017150,1717239111.1017160,device1,energy import,11.0
1717239121.1032789,1717239111.1032794,device2,energy import,6.0
1717239141.1173317,1717239131.1173330,device1,energy export,53.0
1717239141.1206799,1717239131.1206808,device1,energy import,20.0
1717239141.1220405,1717239131.1220410,device2,energy import,1.0
1717239171.1440258,1717239161.1440275,device1,energy import,17.0
1717239171.1485794,1717239161.1485800,device2,energy import,0.0
1717239181.1600683,1717239171.1600702,device2,energy import,7.0
1717239191.1748865,1717239181.1748881,device1,energy export,52.0
1717239191.1785629,1717239181.1785636,device2,energy export,84.0
1717239201.1911035,1717239191.1911051,device2,energy import,1.0
1717239211.2046392,1717239201.2046410,device2,energy import,6.0
1717239221.2140048,1717239211.2140062,device1,energy export,51.0
1717239221.2172706,1717239211.2172718,device2,energy import,4.0
1717239231.2290988,1717239221.2291002,device1,energy export,62.0
1717239241.2404299,1717239231.2404318,device1,energy export,57.0
1717239241.2447490,1717239231.2447495,device2,energy export,90.0
1717239261.2667730,1717239251.2668045,device1,energy export,66.0
1717239261.2702339,1717239251.2702346,device1,energy import,17.0
1717239271.2816482,1717239261.2816498,device1,energy export,52.0
1717239271.2855105,1717239261.2855105,device2,energy export,80.0
1717239271.2872670,1717239261.2872670,device2,energy import,4.0
1717239281.2988684,1717239271.2988700,device1,energy export,58.0
1717239281.3025750,1717239271.3025753,device2,energy import,1.0
1717239291.3147650,1717239281.3147670,device2,energy export,90.0
1717239301.3270435,1717239291.3270466,device1,energy export,61.0
1717239301.3313208,1717239291.3313222,device1,energy import,19.0
1717239301.3327720,1717239291.3327723,device2,energy export,88.0
1717239301.3340075,1717239291.3340087,device2,energy import,2.0
1717239311.3451433,1717239301.3451445,device1,energy export,62.0
1717239321.3591780,1717239311.3591795,device1,energy export,53.0
1717239321.3636432,1717239311.3636434,device2,energy export,81.0
1717239331.3759658,1717239321.3759675,device1,energy export,51.0
1717239331.3805587,1717239321.3805594,device1,energy import,16.0
1717239331.3822913,1717239321.3822916,device2,energy export,89.0
1717239331.3834608,1717239321.3834612,device2,energy import,1.0
1717239341.3945584,1717239331.3945600,device1,energy export,53.0
1717239341.3980422,1717239331.3980424,device2,energy export,82.0
1717239341.3999183,1717239331.3999183,device2,energy import,5.0
1717239361.4172410,1717239351.4172432,device1,energy export,53.0
1717239361.4212747,1717239351.4212756,device2,energy export,82.0
1717239371.4334266,1717239361.4334280,device1,energy export,58.0
1717239371.4372954,1717239361.4372964,device1,energy import,11.0
1717239371.4388420,1717239361.4388423,device2,energy export,85.0
1717239371.4399970,1717239361.4399970,device2,energy import,10.0
1717239381.4473372,1717239371.4473390,device1,energy export,59.0
1717239381.4516647,1717239371.4516654,device1,energy import,11.0
1717239391.4573538,1717239381.4573555,device2,energy export,88.0
1717239401.4673767,1717239391.4673784,device1,energy export,54.0
1717239401.4710681,1717239391.4710689,device1,energy import,17.0
1717239401.4726732,1717239391.4726737,device2,energy import,0.0
1717239411.4839220,1717239401.4839240,device2,energy export,82.0
1717239411.4883246,1717239401.4883254,device2,energy import,3.0
1717239431.5109740,1717239421.5109760,device1,energy export,60.0
1717239431.5148082,1717239421.5148091,device1,energy import,17.0
1717239431.5169870,1717239421.5169888,device2,energy import,4.0
1717239441.5306797,1717239431.5306811,device1,energy export,61.0
1717239441.5342180,1717239431.5342183,device1,energy import,13.0
1717239441.5363450,1717239431.5363452,device2,energy export,81.0
1717239451.5476956,1717239441.5476970,device1,energy export,70.0
1717239451.5508578,1717239441.5508580,device2,energy import,7.0
1717239461.5575423,1717239451.5575433,device1,energy export,55.0
1717239471.5675352,1717239461.5675368,device1,energy import,10.0
1717239471.5699346,1717239461.5699350,device2,energy export,80.0
1717239471.5712304,1717239461.5712310,device2,energy import,10.0
1717239481.5826805,1717239471.5826817,device2,energy export,80.0
1717239491.5950550,1717239481.5950560,device1,energy import,10.0
1717239501.6077862,1717239491.6077870,device1,energy import,10.0
1717239511.6206155,1717239501.6206164,device1,energy import,12.0
1717239521.6329093,1717239511.6329105,device1,energy export,70.0
1717239521.6352139,1717239511.6352143,device2,energy export,85.0
1717239521.6366932,1717239511.6366937,device2,energy import,0.0
1717239531.6478689,1717239521.6478700,device1,energy import,11.0
1717239531.6516150,1717239521.6516159,device2,energy export,90.0
1717239541.6638453,1717239531.6638463,device1,energy export,60.0
1717239541.6666698,1717239531.6666703,device1,energy import,10.0
1717239541.6677701,1717239531.6677704,device2,energy export,83.0
1717239541.6687510,1717239531.6687515,device2,energy import,6.0
1717239551.6798830,1717239541.6798840,device1,energy export,61.0
1717239551.6825957,1717239541.6825964,device1,energy import,15.0
1717239551.6838663,1717239541.6838667,device2,energy export,80.0
1717239551.6850257,1717239541.6850260,device2,energy import,0.0
1717239561.6960049,1717239551.6960056,device1,energy import,18.0
1717239561.6980100,1717239551.6980107,device2,energy export,87.0
1717239571.7094557,1717239561.7094564,device2,energy import,10.0
1717239581.7215197,1717239571.7215207,device1,energy export,53.0
1717239581.7241170,1717239571.7241175,device2,energy export,90.0
1717239581.7254038,1717239571.7254043,device2,energy import,9.0
1717239591.7366426,1717239581.7366433,device1,energy export,67.0
1717239591.7392830,1717239581.7392840,device2,energy import,8.0
1717239601.7510307,1717239591.7510316,device1,energy export,66.0
1717239601.7532747,1717239591.7532752,device2,energy export,88.0
1717239601.7545671,1717239591.7545674,device2,energy import,3.0
1717239611.7658272,1717239601.7658280,device1,energy import,15.0
1717239611.7682564,1717239601.7682571,device2,energy export,82.0
1717239611.7695620,1717239601.7695625,device2,energy import,8.0
1717239621.7781825,1717239611.7781832,device1,energy export,54.0
1717239621.7808528,1717239611.7808535,device1,energy import,19.0
1717239621.7821150,1717239611.7821152,device2,energy export,80.0
1717239631.7931230,1717239621.7931237,device1,energy import,20.0
1717239631.7959003,1717239621.7959008,device2,energy export,88.0
1717239631.7971992,1717239621.7971997,device2,energy import,0.0
1717239651.8185785,1717239641.8185794,device1,energy export,60.0
1717239651.8206544,1717239641.8206549,device2,energy export,86.0
1717239661.8317778,1717239651.8317790,device1,energy export,58.0
1717239661.8340194,1717239651.8340200,device2,energy import,8.0
1717239671.8460333,1717239661.8460345,device1,energy export,63.0
1717239671.8484585,1717239661.8484588,device2,energy import,4.0
1717239691.8697863,1717239681.8697875,device2,energy import,9.0
1717239701.8777620,1717239691.8777628,device1,energy import,17.0
1717239711.8813396,1717239701.8813405,device2,energy import,10.0
1717239721.8874679,1717239711.8874693,device1,energy export,69.0
1717239721.8900520,1717239711.8900523,device2,energy import,0.0
1717239731.9014938,1717239721.9014945,device1,energy export,54.0
1717239731.9036176,1717239721.9036180,device2,energy import,4.0
1717239741.9152696,1717239731.9152703,device2,energy import,10.0
1717239751.9280899,1717239741.9280906,device1,energy export,59.0
1717239781.9580290,1717239771.9580302,device1,energy export,62.0
1717239781.9606123,1717239771.9606128,device2,energy export,82.0
1717239781.9619205,1717239771.9619210,device2,energy import,3.0
1717239791.9678257,1717239781.9678264,device1,energy export,52.0
1717239791.9705327,1717239781.9705331,device2,energy export,90.0
1717239791.9718528,1717239781.9718533,device2,energy import,4.0
1717239811.9931370,1717239801.9931378,device2,energy export,80.0
1717239811.9954014,1717239801.9954020,device2,energy import,3.0
1717239822.0040998,1717239812.0041006,device1,energy import,20.0
1717239832.0160801,1717239822.0160813,device1,energy export,69.0
1717239832.0189090,1717239822.0189097,device1,energy import,20.0
1717239832.0201080,1717239822.0201082,device2,energy import,3.0
1717239842.0312512,1717239832.0312520,device1,energy export,52.0
1717239842.0337813,1717239832.0337818,device1,energy import,13.0
1717239842.0349329,1717239832.0349330,device2,energy export,87.0
1717239842.0359504,1717239832.0359504,device2,energy import,3.0
1717239852.0469350,1717239842.0469360,device1,energy export,64.0
1717239862.0579176,1717239852.0579188,device1,energy export,61.0
1717239862.0607293,1717239852.0607297,device2,energy export,84.0
1717239872.0679790,1717239862.0679800,device1,energy export,64.0
1717239882.0806272,1717239872.0806280,device1,energy export,50.0
1717239882.0828872,1717239872.0828876,device1,energy import,13.0
1717239882.0842407,1717239872.0842412,device2,energy export,83.0
1717239882.0854967,1717239872.0854974,device2,energy import,7.0
1717239892.0966544,1717239882.0966551,device1,energy export,56.0
1717239892.0995440,1717239882.0995448,device2,energy export,84.0
1717239892.1009305,1717239882.1009310,device2,energy import,6.0
1717239902.1123092,1717239892.1123100,device1,energy import,20.0
1717239902.1144319,1717239892.1144320,device2,energy export,90.0
1717239912.1255836,1717239902.1255844,device1,energy export,65.0
1717239912.1273487,1717239902.1273491,device1,energy import,20.0
1717239912.1283520,1717239902.1283520,device2,energy export,90.0
1717239912.1293223,1717239902.1293225,device2,energy import,1.0
1717239922.1404320,1717239912.1404326,device2,energy import,1.0
1717239942.1588826,1717239932.1588836,device1,energy export,63.0
1717239942.1612160,1717239932.1612165,device1,energy import,11.0
1717239942.1624455,1717239932.1624460,device2,energy import,7.0
1717239952.1680982,1717239942.1680992,device2,energy import,2.0
1717239962.1780636,1717239952.1780646,device1,energy export,51.0
1717239962.1800323,1717239952.1800327,device1,energy import,16.0
1717239962.1810544,1717239952.1810548,device2,energy import,1.0
1717239972.1880445,1717239962.1880453,device1,energy import,19.0
1717239972.1894980,1717239962.1894982,device2,energy import,3.0
1717239982.1980630,1717239972.1980636,device2,energy import,5.0
1717239992.2106320,1717239982.2106330,device1,energy export,64.0
1717239992.2123000,1717239982.2123008,device1,energy import,20.0
1717239992.2136126,1717239982.2136130,device2,energy export,90.0
1717240002.2249198,1717239992.2249207,device2,energy import,3.0
1717240012.2374900,1717240002.2374910,device1,energy import,11.0
1717240012.2399197,1717240002.2399201,device2,energy export,80.0
1717240012.2411623,1717240002.2411630,device2,energy import,4.0
1717240022.2481090,1717240012.2481105,device1,energy export,70.0
1717240022.2510014,1717240012.2510020,device1,energy import,13.0
1717240022.2531745,1717240012.2531753,device2,energy export,84.0
1717240022.2548761,1717240012.2548770,device2,energy import,3.0
1717240032.2644281,1717240022.2644290,device2,energy import,0.0
1717240042.2760086,1717240032.2760096,device1,energy import,14.0
1717240052.2880200,1717240042.2880208,device1,energy export,70.0
1717240052.2903044,1717240042.2903047,device2,energy export,82.0
1717240052.2914326,1717240042.2914333,device2,energy import,7.0
1717240062.3025290,1717240052.3025300,device1,energy import,17.0
1717240062.3048306,1717240052.3048310,device2,energy export,85.0
1717240062.3061721,1717240052.3061728,device2,energy import,2.0
1717240072.3176665,1717240062.3176677,device1,energy export,55.0
1717240072.3201828,1717240062.3201830,device1,energy import,15.0
1717240072.3215656,1717240062.3215659,device2,energy export,85.0
1717240072.3226225,1717240062.3226233,device2,energy import,7.0
1717240082.3281388,1717240072.3281395,device1,energy export,69.0
1717240082.3302276,1717240072.3302283,device1,energy import,19.0
1717240082.3313165,1717240072.3313167,device2,energy export,90.0
1717240082.3323138,1717240072.3323140,device2,energy import,9.0
1717240092.3400250,1717240082.3400260,device1,energy import,15.0
1717240102.3491817,1717240092.3491826,device2,energy export,80.0
1717240102.3512370,1717240092.3512375,device2,energy import,0.0
1717240112.3623536,1717240102.3623545,device2,energy import,2.0
1717240122.3748364,1717240112.3748374,device1,energy export,63.0
1717240122.3776395,1717240112.3776402,device1,energy import,12.0
1717240122.3788087,1717240112.3788090,device2,energy import,2.0
1717240132.3900560,1717240122.3900566,device1,energy export,56.0
1717240132.3925510,1717240122.3925520,device2,energy export,90.0
1717240132.3936650,1717240122.3936653,device2,energy import,8.0
1717240152.4150527,1717240142.4150540,device1,energy export,58.0
1717240152.4181740,1717240142.4181745,device2,energy export,84.0
1717240152.4194803,1717240142.4194806,device2,energy import,4.0
1717240172.4284844,1717240162.4284852,device1,energy export,66.0
1717240172.4308548,1717240162.4308558,device1,energy import,19.0
1717240172.4321065,1717240162.4321070,device2,energy import,2.0
1717240192.4474285,1717240182.4474292,device1,energy export,55.0
1717240202.4587238,1717240192.4587252,device2,energy export,90.0
1717240202.4605565,1717240192.4605570,device2,energy import,6.0
1717240222.4681310,1717240212.4681318,device1,energy export,53.0
1717240222.4697282,1717240212.4697287,device2,energy export,88.0
1717240222.4706848,1717240212.4706850,device2,energy import,2.0
1717240232.4773784,1717240222.4773793,device2,energy export,88.0
1717240252.4984930,1717240242.4984937,device1,energy export,67.0
1717240252.5002950,1717240242.5002966,device2,energy import,0.0
1717240262.5062182,1717240252.5062196,device1,energy export,52.0
1717240262.5081882,1717240252.5081887,device1,energy import,20.0
1717240262.5093336,1717240252.5093338,device2,energy import,10.0
1717240272.5128582,1717240262.5128590,device1,energy export,56.0
1717240272.5145730,1717240262.5145736,device2,energy export,87.0
1717240272.5155115,1717240262.5155115,device2,energy import,10.0
1717240282.5171730,1717240272.5171738,device2,energy export,87.0
1717240292.5266924,1717240282.5266933,device1,energy import,20.0
1717240292.5285487,1717240282.5285492,device2,energy import,5.0
1717240302.5378397,1717240292.5378404,device1,energy export,68.0
1717240302.5391967,1717240292.5391972,device1,energy import,16.0
1717240302.5402390,1717240292.5402393,device2,energy export,83.0
1717240312.5468404,1717240302.5468414,device1,energy export,68.0
1717240312.5486846,1717240302.5486850,device2,energy export,83.0
1717240312.5496807,1717240302.5496810,device2,energy import,10.0
1717240322.5566090,1717240312.5566100,device1,energy import,19.0
1717240322.5580575,1717240312.5580580,device2,energy export,80.0
1717240322.5591670,1717240312.5591674,device2,energy import,3.0
1717240342.5766916,1717240332.5766928,device1,energy export,70.0
1717240342.5781790,1717240332.5781791,device1,energy import,12.0
1717240342.5791760,1717240332.5791762,device2,energy import,2.0
1717240352.5897439,1717240342.5897446,device2,energy export,86.0
1717240362.6016455,1717240352.6016464,device1,energy export,64.0
1717240362.6040285,1717240352.6040290,device2,energy export,82.0
1717240372.6153045,1717240362.6153052,device1,energy export,64.0
1717240392.6259058,1717240382.6259065,device1,energy import,17.0
1717240392.6283317,1717240382.6283326,device2,energy export,83.0
1717240402.6399505,1717240392.6399515,device1,energy export,69.0
1717240402.6423480,1717240392.6423480,device2,energy export,82.0
1717240412.6458542,1717240402.6458557,device1,energy export,69.0
1717240442.6764770,1717240432.6764781,device1,energy export,67.0
1717240442.6790820,1717240432.6790824,device1,energy import,14.0
1717240442.6802350,1717240432.6802351,device2,energy export,85.0
1717240452.6911650,1717240442.6911660,device1,energy export,59.0
1717240462.6957479,1717240452.6957495,device1,energy import,15.0
1717240462.6988032,1717240452.6988040,device2,energy import,7.0
1717240472.7106218,1717240462.7106230,device1,energy import,12.0
1717240472.7125570,1717240462.7125576,device2,energy export,82.0
1717240482.7238743,1717240472.7238755,device1,energy import,18.0
1717240482.7268658,1717240472.7268662,device2,energy export,82.0
1717240482.7278278,1717240472.7278280,device2,energy import,4.0
1717240492.7388220,1717240482.7388227,device1,energy export,50.0
1717240492.7414274,1717240482.7414281,device1,energy import,13.0
1717240492.7425203,1717240482.7425206,device2,energy export,85.0
1717240492.7434573,1717240482.7434576,device2,energy import,8.0
1717240502.7453050,1717240492.7453063,device2,energy export,82.0
1717240502.7474945,1717240492.7474950,device2,energy import,1.0
1717240512.7586029,1717240502.7586036,device1,energy import,10.0
1717240522.7652276,1717240512.7652283,device1,energy export,62.0
1717240522.7680270,1717240512.7680275,device2,energy export,82.0
1717240532.7788672,1717240522.7788682,device2,energy import,5.0
1717240542.7899454,1717240532.7899460,device1,energy import,10.0
1717240542.7928364,1717240532.7928370,device2,energy export,80.0
1717240542.7940726,1717240532.7940729,device2,energy import,6.0
1717240552.7998490,1717240542.7998500,device1,energy export,67.0
1717240562.8125744,1717240552.8125753,device1,energy import,14.0
1717240562.8146820,1717240552.8146830,device2,energy import,3.0
1717240572.8263545,1717240562.8263560,device1,energy export,51.0
1717240572.8290300,1717240562.8290308,device1,energy import,11.0
1717240572.8302790,1717240562.8302794,device2,energy import,9.0
1717240582.8415327,1717240572.8415334,device2,energy export,89.0
1717240592.8542814,1717240582.8542824,device1,energy export,62.0
1717240592.8568000,1717240582.8568006,device1,energy import,19.0
1717240592.8578400,1717240582.8578403,device2,energy export,80.0
1717240602.8639480,1717240592.8639488,device1,energy export,69.0
1717240602.8660502,1717240592.8660510,device1,energy import,11.0
1717240602.8671800,1717240592.8671806,device2,energy export,89.0
1717240612.8783662,1717240602.8783670,device1,energy import,18.0
1717240612.8815901,1717240602.8815906,device2,energy export,85.0
1717240612.8829486,1717240602.8829490,device2,energy import,3.0
1717240622.8936700,1717240612.8936713,device1,energy export,67.0
1717240632.9056710,1717240622.9056716,device1,energy export,63.0
1717240632.9076402,1717240622.9076410,device2,energy export,84.0
1717240642.9191093,1717240632.9191100,device1,energy export,53.0
1717240642.9210749,1717240632.9210753,device1,energy import,17.0
1717240642.9223993,1717240632.9223998,device2,energy export,86.0
1717240652.9340630,1717240642.9340640,device1,energy export,51.0
1717240662.9462030,1717240652.9462040,device1,energy import,16.0
1717240662.9484600,1717240652.9484613,device2,energy import,6.0
1717240672.9530683,1717240662.9530690,device2,energy import,3.0
1717240682.9627986,1717240672.9627993,device1,energy export,52.0
1717240692.9728138,1717240682.9728146,device1,energy export,59.0
1717240692.9747844,1717240682.9747849,device1,energy import,15.0
1717240702.9828057,1717240692.9828070,device1,energy import,13.0
1717240702.9848971,1717240692.9848979,device2,energy export,89.0
1717240712.9923363,1717240702.9923375,device1,energy export,56.0
1717240712.9948585,1717240702.9948590,device2,energy export,86.0
1717240723.0063121,1717240713.0063133,device1,energy import,17.0
1717240723.0104600,1717240713.0104606,device2,energy import,8.0
1717240733.0218391,1717240723.0218400,device2,energy export,80.0
1717240733.0251963,1717240723.0251968,device2,energy import,5.0
1717240743.0321150,1717240733.0321160,device1,energy export,57.0
1717240743.0347228,1717240733.0347233,device1,energy import,16.0
1717240743.0358024,1717240733.0358024,device2,energy import,8.0
1717240753.0420885,1717240743.0420895,device2,energy export,80.0
1717240753.0443766,1717240743.0443770,device2,energy import,4.0
1717240763.0560803,1717240753.0560813,device1,energy import,19.0
1717240763.0587785,1717240753.0587792,device2,energy export,85.0
1717240773.0619023,1717240763.0619035,device2,energy export,88.0
1717240783.0743182,1717240773.0743190,device1,energy import,16.0
1717240793.0821917,1717240783.0821924,device1,energy export,69.0
1717240793.0847473,1717240783.0847478,device2,energy export,90.0
1717240803.0933022,1717240793.0933032,device2,energy export,89.0
1717240813.1052730,1717240803.1052740,device1,energy export,69.0
1717240813.1075187,1717240803.1075191,device2,energy import,0.0
1717240823.1187856,1717240813.1187866,device2,energy import,10.0
1717240833.1310425,1717240823.1310458,device1,energy import,15.0
1717240833.1332192,1717240823.1332200,device2,energy import,0.0
1717240843.1444285,1717240833.1444292,device2,energy import,8.0
1717240853.1516738,1717240843.1516750,device1,energy import,19.0
1717240853.1540356,1717240843.1540358,device2,energy export,87.0
1717240853.1554213,1717240843.1554217,device2,energy import,10.0
1717240863.1668324,1717240853.1668363,device2,energy export,81.0
1717240863.1691988,1717240853.1691995,device2,energy import,3.0
1717240873.1794596,1717240863.1794600,device1,energy import,18.0
1717240873.1814623,1717240863.1814628,device2,energy import,4.0
1717240883.1864731,1717240873.1864740,device2,energy export,81.0
1717240883.1890066,1717240873.1890163,device2,energy import,10.0
1717240893.2006170,1717240883.2006202,device1,energy export,55.0
1717240903.2219930,1717240893.2219970,device1,energy import,10.0
1717240903.2266054,1717240893.2266057,device2,energy export,86.0
1717240903.2291408,1717240893.2291410,device2,energy import,8.0
1717240913.2413938,1717240903.2413952,device1,energy export,58.0
1717240913.2465634,1717240903.2465641,device1,energy import,19.0
1717240913.2489367,1717240903.2489370,device2,energy export,82.0
1717240913.2509296,1717240903.2509298,device2,energy import,0.0
1717240923.2632833,1717240913.2632840,device1,energy export,62.0
1717240923.2656624,1717240913.2656630,device2,energy export,83.0
1717240933.2771938,1717240923.2771947,device1,energy import,16.0
1717240933.2806860,1717240923.2806860,device2,energy export,90.0
1717240933.2823540,1717240923.2823544,device2,energy import,7.0
1717240943.2937665,1717240933.2937675,device1,energy export,64.0
1717240943.2964067,1717240933.2964077,device1,energy import,11.0
1717240943.2977180,1717240933.2977185,device2,energy import,5.0
1717240953.3083422,1717240943.3083434,device1,energy export,56.0
1717240963.3209672,1717240953.3209689,device1,energy export,62.0
1717240963.3246472,1717240953.3246480,device1,energy import,18.0
1717240973.3364918,1717240963.3364930,device1,energy export,69.0
1717240973.3393674,1717240963.3393676,device1,energy import,10.0
1717240973.3412414,1717240963.3412420,device2,energy export,88.0
1717240973.3425240,1717240963.3425245,device2,energy import,8.0
1717240983.3535883,1717240973.3535895,device1,energy export,69.0
1717240983.3572302,1717240973.3572307,device1,energy import,16.0
1717240993.3689423,1717240983.3689440,device1,energy import,14.0
1717241003.3828163,1717240993.3828170,device1,energy export,64.0
1717241003.3859854,1717240993.3859859,device2,energy export,90.0
1717241013.3979256,1717241003.3979278,device2,energy export,90.0
1717241013.4028075,1717241003.4028091,device2,energy import,10.0
1717241023.4153461,1717241013.4153492,device1,energy import,16.0
1717241033.4309509,1717241023.4309518,device1,energy export,58.0
1717241033.4336798,1717241023.4336800,device1,energy import,19.0
1717241043.4450110,1717241033.4450128,device1,energy import,20.0
1717241043.4490300,1717241033.4490304,device2,energy export,87.0
1717241053.4611893,1717241043.4611912,device1,energy export,69.0
1717241053.4653423,1717241043.4653435,device2,energy export,85.0
1717241063.4765506,1717241053.4765525,device1,energy export,55.0
1717241063.4805422,1717241053.4805439,device2,energy export,90.0
1717241073.4925306,1717241063.4925315,device1,energy import,18.0
1717241073.4948533,1717241063.4948542,device2,energy export,88.0
1717241073.4960713,1717241063.4960720,device2,energy import,8.0
1717241083.5084047,1717241073.5084069,device1,energy import,16.0
1717241093.5218534,1717241083.5218549,device1,energy export,65.0
1717241093.5244570,1717241083.5244575,device2,energy export,85.0
1717241103.5357027,1717241093.5357040,device1,energy export,53.0
1717241103.5386620,1717241093.5386630,device1,energy import,19.0
1717241103.5405955,1717241093.5405962,device2,energy export,87.0
1717241103.5419536,1717241093.5419538,device2,energy import,10.0
1717241113.5533793,1717241103.5533810,device1,energy export,50.0
1717241113.5574110,1717241103.5574126,device1,energy import,11.0
1717241113.5590930,1717241103.5590932,device2,energy import,2.0
1717241123.5706093,1717241113.5706105,device2,energy export,80.0
1717241133.5835370,1717241123.5835392,device1,energy export,63.0
1717241133.5868564,1717241123.5868573,device1,energy import,11.0
1717241143.5989635,1717241133.5989656,device2,energy export,89.0
1717241143.6018693,1717241133.6018708,device2,energy import,5.0
1717241153.6135383,1717241143.6135390,device1,energy export,69.0
1717241153.6178284,1717241143.6178296,device2,energy export,88.0
1717241163.6296673,1717241153.6296687,device1,energy export,68.0
1717241173.6429837,1717241163.6429849,device1,energy import,16.0
1717241173.6466417,1717241163.6466432,device2,energy export,90.0
1717241183.6589396,1717241173.6589415,device1,energy export,57.0
1717241183.6633825,1717241173.6633840,device2,energy export,86.0
1717241183.6656620,1717241173.6656623,device2,energy import,2.0
1717241193.6691668,1717241183.6691682,device1,energy export,53.0
1717241193.6728332,1717241183.6728342,device2,energy import,8.0
1717241203.6847780,1717241193.6847813,device1,energy import,20.0
1717241213.6995250,1717241203.6995275,device1,energy import,10.0
1717241213.7039504,1717241203.7039514,device2,energy import,6.0
1717241223.7164686,1717241213.7164693,device1,energy export,67.0
1717241233.7297819,1717241223.7297838,device1,energy export,58.0
1717241233.7327180,1717241223.7327190,device2,energy import,10.0
1717241243.7447740,1717241233.7447750,device1,energy export,65.0
1717241243.7481503,1717241233.7481515,device1,energy import,13.0
1717241243.7498713,1717241233.7498722,device2,energy export,84.0
1717241253.7613096,1717241243.7613115,device1,energy import,18.0
1717241253.7655084,1717241243.7655090,device2,energy import,6.0
1717241263.7775815,1717241253.7775824,device1,energy import,19.0
1717241263.7808087,1717241253.7808092,device2,energy import,5.0
1717241273.7928672,1717241263.7928690,device1,energy export,53.0
1717241273.7960014,1717241263.7960026,device1,energy import,17.0
1717241273.7978990,1717241263.7978997,device2,energy export,88.0
1717241283.8094008,1717241273.8094018,device1,energy export,59.0
1717241283.8122833,1717241273.8122840,device1,energy import,16.0
1717241283.8138926,1717241273.8138933,device2,energy import,9.0
1717241303.8359547,1717241293.8359554,device1,energy import,18.0
1717241303.8393023,1717241293.8393040,device2,energy export,86.0
1717241313.8513362,1717241303.8513367,device2,energy export,90.0
1717241323.8638773,1717241313.8638794,device1,energy export,61.0
1717241323.8670190,1717241313.8670194,device1,energy import,16.0
1717241323.8689694,1717241313.8689700,device2,energy import,5.0
1717241333.8807652,1717241323.8807664,device1,energy export,70.0
1717241333.8838303,1717241323.8838308,device2,energy export,86.0
1717241343.8952684,1717241333.8952694,device1,energy import,12.0
1717241343.8985646,1717241333.8985662,device2,energy export,83.0
1717241353.9105492,1717241343.9105504,device1,energy import,10.0
1717241353.9136338,1717241343.9136350,device2,energy export,86.0
1717241353.9152270,1717241343.9152274,device2,energy import,0.0
1717241363.9268322,1717241353.9268336,device1,energy export,69.0
1717241363.9297223,1717241353.9297235,device2,energy export,85.0
1717241363.9311814,1717241353.9311817,device2,energy import,8.0
1717241373.9421380,1717241363.9421391,device1,energy export,50.0
1717241373.9448652,1717241363.9448657,device1,energy import,19.0
1717241373.9469150,1717241363.9469156,device2,energy export,89.0
1717241393.9684110,1717241383.9684120,device1,energy import,18.0
1717241393.9715989,1717241383.9715993,device2,energy export,86.0
1717241403.9834980,1717241393.9834993,device1,energy export,68.0
1717241403.9866111,1717241393.9866120,device1,energy import,10.0
1717241403.9883463,1717241393.9883473,device2,energy import,9.0
1717241413.9997950,1717241403.9997957,device1,energy import,11.0
1717241414.0023250,1717241404.0023255,device2,energy import,5.0
1717241424.0136610,1717241414.0136614,device1,energy import,20.0
1717241424.0165286,1717241414.0165290,device2,energy export,83.0
1717241424.0179386,1717241414.0179398,device2,energy import,4.0
1717241434.0299460,1717241424.0299473,device1,energy import,17.0
1717241434.0319693,1717241424.0319703,device2,energy export,84.0
1717241434.0331059,1717241424.0331060,device2,energy import,2.0
1717241444.0443637,1717241434.0443652,device1,energy export,61.0
1717241444.0475478,1717241434.0475485,device1,energy import,20.0
1717241444.0495120,1717241434.0495124,device2,energy export,82.0
1717241454.0609787,1717241444.0609796,device1,energy export,69.0
1717241454.0634975,1717241444.0634978,device2,energy export,86.0
1717241464.0754275,1717241454.0754282,device1,energy import,13.0
1717241464.0785240,1717241454.0785248,device2,energy import,4.0
1717241474.0904517,1717241464.0904540,device2,energy import,0.0
1717241484.1033273,1717241474.1033301,device2,energy export,86.0
1717241484.1061640,1717241474.1061645,device2,energy import,3.0
1717241494.1183374,1717241484.1183390,device2,energy import,3.0
1717241514.1420631,1717241504.1420646,device1,energy export,54.0
1717241514.1451597,1717241504.1451600,device2,energy import,5.0
1717241524.1569600,1717241514.1569622,device2,energy export,89.0
1717241534.1716780,1717241524.1716793,device1,energy export,63.0
1717241534.1750840,1717241524.1750846,device2,energy export,88.0
1717241544.1867218,1717241534.1867240,device1,energy export,50.0
1717241544.1899338,1717241534.1899352,device1,energy import,20.0
1717241554.2024570,1717241544.2024581,device2,energy import,5.0
1717241564.2172950,1717241554.2172966,device2,energy import,1.0
1717241574.2230365,1717241564.2230375,device1,energy export,55.0
1717241574.2262688,1717241564.2262695,device1,energy import,13.0
1717241574.2278135,1717241564.2278137,device2,energy export,84.0
1717241574.2289393,1717241564.2289400,device2,energy import,1.0
1717241584.2397082,1717241574.2397094,device1,energy export,54.0
1717241594.2534606,1717241584.2534620,device1,energy export,54.0
